Actor1Code,Actor1Name,Actor1Geo_ADM1Code,Actor2Code,Actor2Name,Actor2Geo_ADM1Code,ActionGeo_FullName,ActionGeo_ADM1Code,Year,SQLDATE
srp,SERBS,BK02,,,,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010731
IRN,IRAN,IR26,,,,"Tehran, Tehran, Iran",IR26,2001,20010701
CVL,POPULATION,RB00,ALB,ALBANIAN,AL,Albania,AL,2001,20010617
IGOWSTNAT,NATO,BK,,,,Bosnia-Herzegovina,BK,2001,20010425
MED,SPOKESMAN,IN12,kas,KASHMIRI,IN12,"Kashmir, Jammu and Kashmir, India",IN12,2001,20010709
CVL,POPULATION,RB00,ALB,ALBANIAN,RS48,"Moscow, Moskva, Russia",RS48,2001,20010617
CVL,COMMUNITY,AL,IGOUNOREFHCR,UNHCR,AL,Albania,AL,2001,20010219
MKD,MACEDONIAN,MK,ALB,ALBANIAN,MK,Macedonia,MK,2001,20010627
MOS,MUSLIM,BK02,HRV,CROAT,HR,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010312
MKD,MACEDONIAN,MK00,ALB,ALBANIAN,AL,Albania,AL,2001,20010503
MKD,MACEDONIA,MK00,,,,"Vejce, Macedonia (general), Macedonia",MK00,2001,20011122
COP,DEPUTIES,BK,,,,"Belgrade, Serbia (general),",RB00,2001,20010702
MKD,MACEDONIAN,UK,,,,United Kingdom,UK,2001,20010727
AGR,FARMER,MK00,ALB,ALBANIAN,AL48,"Sanxhak, Qarku i Lezhes, Albania",AL48,2001,20010622
MKD,MACEDONIA,GM,UAF,TERRORIST,MK,Macedonia,MK,2001,20010728
MKD,MACEDONIAN,MK,CVL,VILLAGE,MK,Macedonia,MK,2001,20010826
RUS,RUSSIA,RS48,ALB,ALBANIAN,AL,Albania,AL,2001,20010617
ALB,ALBANIAN,AL,MKD,MACEDONIA,AL,Albania,AL,2001,20010601
IRN,KURDISTAN,IZ05,,,,"Sulaymaniyah, As Sulaymaniyah, Iraq",IZ05,2001,20010202
MOS,MUSLIM,MK00,MKD,SKOPJE,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010829
RUS,TATARSTAN,RS12,RUSPTY,RUSSIA,RS12,Afghanistan,AF,2001,20011128
UIS,THE INTERNATIONAL COMMUNITY,AL,,,,Albania,AL,2001,20010516
ALB,ALBANIAN,AL,UIS,THE INTERNATIONAL COMMUNITY,RB00,Albania,AL,2001,20010317
srp,SERBS,RB,,,,,RB,2001,20010621
PTY,POLITICIAN,YI,,,,,YI,2001,20010629
CVL,CIVILIAN,BK02,GOV,GOVERNMENT,RB00,"Belgrade, Serbia (general),",RB00,2001,20010312
HRVGOV,CROATIAN,HR08,srp,SERBS,RB,,RB,2001,20010706
ZAF,DURBAN,SF02,ISR,ISRAELI,IS03,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010911
MIL,ARMY,PL,COP,POLICE FORCE,MK00,Poland,PL,2001,20010308
MED,MEDIA,MK00,ALBCVL,ALBANIAN,AL,Albania,AL,2001,20010820
UAF,TERRORIST,MK00,,,,"Gajre, Macedonia (general), Macedonia",MK00,2001,20010730
MOS,ISLAMIC,MK00,CVL,VILLAGE,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010514
GOV,GOVERNMENT,SF02,ISR,ISRAEL,IS,Israel,IS,2001,20010910
AFR,AFRICA,SF02,ZAF,DURBAN,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010726
CVL,POPULATION,USDC,PSE,PALESTINE,USDC,"Washington, District of Columbia, United States",USDC,2001,20010704
MIL,COMMANDER,HR,,,,Croatia,HR,2001,20010319
IDN,JAKARTA,ID00,COP,POLICE,ID00,"Kalimantan, Indonesia (general), Indonesia",ID00,2001,20010228
PSE,PALESTINIAN,IS00,ISRGOV,ARIEL SHARON,IS00,"Arab League, Al Qahirah, Egypt",EG11,2001,20010711
MOS,MUSLIM,MK00,MKD,SKOPJE,MK00,"Vardar, Macedonia (general), Macedonia",MK00,2001,20010829
ALB,ALBANIA,AL50,,,,"Belgrade, Serbia (general),",RB00,2001,20010112
TUR,TURKEY,TU68,kur,KURD,IZ15,"Sinjar, NinawáZ, Iraq",IZ15,2001,20010730
ARM,ARMENIA,AM,AZE,AZERBAIJAN,AM,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20011114
CVL,POPULATION,RB,ALB,ALBANIAN,RB,,RB,2001,20010228
MIL,MILITARY,RS17,che,CHECHEN,RS17,"Chechen, Dagestan, Russia",RS17,2001,20010323
ISR,ISRAEL,SF02,PSE,PALESTINIAN,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010827
SDN,SUDAN,SU29,nba,NUBA,SU29,"Khartoum, Al Khartum, Sudan",SU29,2001,20010528
ISRMED,JERUSALEM POST,USDC,ISR,ISRAELI,USDC,"Washington, District of Columbia, United States",USDC,2001,20010703
UIS,THE INTERNATIONAL COMMUNITY,BK,,,,Bosnia-Herzegovina,BK,2001,20011003
HRV,CROAT,HR19,MOS,MUSLIM,HR19,"Mostar, Zadarska, Croatia",HR19,2001,20010705
srp,SERBS,HR21,,,,,RB,2001,20010504
HRV,CROATIA,RI00,SCGSRB,SERBIA,RI00,"Vojvodina, , Serbia",RI00,2001,20010117
AFR,AFRICA,SF02,ISR,ISRAEL,IS03,"Nahariya, Ha?afon, Israel",IS03,2001,20010911
GBR,BRITAIN,UKE4,,,,"Essex, Essex, United Kingdom",UKE4,2001,20010328
srp,SERBS,BK02,HRV,CROAT,HR,Croatia,HR,2001,20011127
CVL,POPULATION,BK02,srp,SERBS,RB00,"Belgrade, Serbia (general),",RB00,2001,20010709
MOSSFI,SUFI,IZ18,IRQ,IRAQI,IZ18,"Tuz Khurmatu, Sala? ad Din, Iraq",IZ18,2001,20010325
PAK,PAKISTANI,PK04,CVL,COMMUNITY,PK04,"Lahore, Punjab, Pakistan",PK04,2001,20010618
srp,SERBS,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20011003
MED,CORRESPONDENT,AL,MKD,MACEDONIAN,MK,Macedonia,MK,2001,20010726
MOS,MUSLIM,FI,CVL,VILLAGE,FI,Finland,FI,2001,20010226
ALB,ALBANIAN,MK,MKDGOV,MACEDONIAN,MK,Macedonia,MK,2001,20010301
MOS,MUSLIM,BK01,srp,SERBS,RB00,"Belgrade, Serbia (general),",RB00,2001,20010110
HRV,CROAT,BK02,srp,SERBS,BK02,"Susica, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010222
IRQ,IRAQI,IZ05,GOV,MINIST,IZ05,"Halabja, As Sulaymaniyah, Iraq",IZ05,2001,20010919
IRQGOV,IRAQI,IZ13,,,,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20011229
MKDGOV,MACEDONIAN,MK00,MED,SPOKESMAN,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010725
NGALEG,NIGERIA,NI26,CVL,ETHNIC GROUP,NI26,United States,US,2001,20011026
IDN,KALIMANTAN,ID12,,,,"South Kalimantan, Kalimantan Selatan, Indonesia",ID12,2001,20010228
CVL,MINORITIES,PK05,,,,"Kathwari, Sindh, Pakistan",PK05,2001,20010808
ARM,ARMENIA,AM,ARMCVL,ARMENIA,AM,Armenia,AM,2001,20011114
AZE,AZERBAIJANI,AJ00,AZECVL,AZERBAIJAN,AJ00,"Nagornyy Karabakh, Azerbaijan (general), Azerbaijan",AJ00,2001,20010428
IRQ,IRAQI,IZ11,IRN,KURDISTAN,IZ11,"Nazanin, Liwa' Irbil, Iraq",IZ11,2001,20010328
,,,EUR,EUROPEAN,ZI05,"Mashonaland West, Mashonaland West, Zimbabwe",ZI05,2001,20010817
MKD,MACEDONIA,AL,ALB,ALBANIAN,AL,Albania,AL,2001,20010503
GOV,GOVERNMENT,BK02,,,,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010715
LEG,PARLIAMENTARIAN,NI26,NGA,NIGERIA,NI26,"Taraba State, Taraba, Nigeria",NI43,2001,20011026
LEG,PARLIAMENTARIAN,NI43,NGA,NIGERIA,NI43,"Benue State, Benue, Nigeria",NI26,2001,20011026
NGO,NON GOVERNMENTAL ORGANIZATION,GM,PSE,PALESTINIAN,IS,Germany,GM,2001,20010901
znd,AZERI,AJ09,,,,"Baku, Baki*, Azerbaijan",AJ09,2001,20010404
HRV,CROAT,BK02,,,,"Zaric, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010910
IRQ,IRAQI,IZ05,kur,KURD,IZ05,"Darband-I Khan, As Sulaymaniyah, Iraq",IZ05,2001,20010731
USA,UNITED STATES,USDC,IGOMEAARL,ARAB LEAGUE,USDC,"Washington, District of Columbia, United States",USDC,2001,20010712
,,,srp,SERBS,RB,,RB,2001,20010704
MKDGOV,MACEDONIA,MK00,ALB,ALBANIAN,AL,"Tanusevci, Macedonia (general), Macedonia",MK00,2001,20010227
ALB,ALBANIA,RB00,SCGSRB,SERBIA,RB00,"Belgrade, Serbia (general),",RB00,2001,20010104
ALB,ALBANIA,AL,,,,Albania,AL,2001,20010909
PSE,PALESTINIAN,EG11,IGOMEAARL,ARAB LEAGUE,EG11,"Arab League, Al Qahirah, Egypt",EG11,2001,20010711
GOV,PRESIDENT,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010406
CVL,SETTLEMENT,SF02,AFR,AFRICA,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010725
,,,srp,SERBS,NL10,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010704
GOV,MAYOR,RB00,HRV,CROAT,HR,Bosnia-Herzegovina,BK,2001,20010313
JUD,TRIBUNAL,RB00,GOV,GOVERNMENT,RB00,"Belgrade, Serbia (general),",RB00,2001,20010313
ARM,ARMENIA,AM,AZE,AZERBAIJAN,AM,Armenia,AM,2001,20010319
srp,SERBS,SZ,HRV,CROATIA,SZ,Switzerland,SZ,2001,20011114
PSE,PALESTINE,US,,,,United States,US,2001,20010830
ALB,ALBANIAN,AL40,,,,"Manastir, Berat, Albania",AL40,2001,20010729
MKDCVL,MACEDONIAN,MK00,CVL,VILLAGE,MK00,"Jazince, Macedonia (general), Macedonia",MK00,2001,20010725
MOS,MUSLIM,MK00,MKD,SKOPJE,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010829
IRQ,IRAQI,UKH9,IRN,IRAN,IZ12,"London, London, City of, United Kingdom",UKH9,2001,20010817
PSE,PALESTINIAN,USME,,,,"Cairo, Al Qahirah, Egypt",EG11,2001,20010213
MKD,MACEDONIA,AL,ALB,ALBANIA,AL,"Mariovo, Macedonia (general), Macedonia",MK00,2001,20011217
srpCRM,SERBS,RB,MOS,MUSLIM,RB,,RB,2001,20010122
ALBUAF,ALBANIAN,AL40,,,,"Manastir, Berat, Albania",AL40,2001,20010729
GOV,GOVERNMENT,CT18,,,,"Bangui, Bangui, Central African Republic",CT18,2001,20010605
COP,DEPUTY,RS48,RUSMIL,RUSSIA,RS48,"Moscow, Moskva, Russia",RS48,2001,20010224
srp,SERBS,BK02,,,,"Zaric, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010730
PTY,POLITICIAN,BK02,JUD,TRIBUNAL,BK02,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011008
PTY,DEMOCRATIC PARTY,HR21,,,,"Zagreb, Zagreb, Grad, Croatia",HR21,2001,20010726
MKD,MACEDONIA,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010803
MKD,MACEDONIAN,MK00,MKDCVL,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010724
NGA,NIGERIAN,NI50,,,,"Rivers State, Rivers, Nigeria",NI50,2001,20010618
ALB,ALBANIAN,MK00,GOV,GOVERNMENT,MK00,"Tanusevci, Macedonia (general), Macedonia",MK00,2001,20010228
NGA,NIGERIA,NI26,LEG,LEGISLATOR,US,United States,US,2001,20011026
GOV,MAYOR,RB00,MOS,MUSLIM,HR,Bosnia-Herzegovina,BK,2001,20010313
MKD,MACEDONIAN,AL,ALBMED,ALBANIA,AL,Albania,AL,2001,20010301
HRV,CROAT,HR,,,,Croatia,HR,2001,20010929
IRQGOV,IRAQI,IZ,IRQ,KIRKUK,IZ,Iraq,IZ,2001,20011223
srp,SERBS,BK02,HRV,CROAT,BK01,Croatia,HR,2001,20011127
IRQGOV,IRAQI,IZ05,IRN,KURDISTAN,IR15,"Kalar, As Sulaymaniyah, Iraq",IZ05,2001,20010817
CHE,SWITZERLAND,SZ07,,,,Macedonia,MK,2001,20010725
,,,COP,POLICE CHIEF,BK02,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010730
srp,SERBS,RB,,,,,RB,2001,20010710
ARM,ARMENIAN,AM,,,,Armenia,AM,2001,20010327
IRN,IRAN,IR15,GOV,GOVERNMENT,IZ05,"Kurdistan, Khuzestan, Iran",IR15,2001,20010726
IRQ,KIRKUK,IZ13,IRQGOV,IRAQI,IZ13,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20010807
RUS,RUSSIAN,AF30,TJK,TAJIK,AF30,"Mazar-E Sharif, Balkh, Afghanistan",AF30,2001,20011020
srp,SERBS,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20011207
JUD,LAWYER,CA10,,,,"Mugesera, Est, Rwanda",RW11,2001,20010412
UAF,TERRORIST,MKE2,,,,"Ohrid, Ohrid, Macedonia",MKE2,2001,20010730
RUS,RUSSIA,RS48,PSE,PALESTINIAN,RS48,"Moscow, Moskva, Russia",RS48,2001,20010906
NLDJUD,THE HAGUE,RB,srp,SERBS,RB,,RB,2001,20010109
GOV,PRESIDENT,NI00,MIL,COMMANDER,NI00,"Abako, Nigeria (general), Nigeria",NI00,2001,20011105
NGA,NIGERIA,NI43,,,,"Taraba State, Taraba, Nigeria",NI43,2001,20011106
AFR,AFRICA,SF02,ZAF,DURBAN,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010725
TUR,TURKEY,TU68,kur,KURD,SF,South Africa,SF,2001,20010730
ALB,ALBANIA,AL,CVL,POPULATION,AL,Albania,AL,2001,20010321
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010617
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010727
srp,SERBS,RB,,,,,RB,2001,20010504
PAK,PAKISTAN,UZ,UZB,UZBEKISTAN,AF,Afghanistan,AF,2001,20011204
MKD,MACEDONIAN,MK00,,,,"Trebos, Macedonia (general), Macedonia",MK00,2001,20011122
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010316
PTY,DEMOCRATIC PARTY,HR21,HRV,CROATIA,HR21,"Zagreb, Zagreb, Grad, Croatia",HR21,2001,20010726
,,,HRV,CROATIA,HR,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina",BK01,2001,20010224
ALB,ALBANIAN,AL,,,,Albania,AL,2001,20010430
GOV,REGIME,RI,MOS,MUSLIM,RI,Serbia,RI,2001,20011008
IGOUNO,THE UN,IZ07,,,,"Baghdad, Baghdad, Iraq",IZ07,2001,20010415
MKD,MACEDONIA,MKE8,UIS,THE INTERNATIONAL COMMUNITY,RI,Serbia,RI,2001,20010410
NGOHRI,HUMAN RIGHTS ORGANIZATION,RS17,RUS,CHECHNYA,RS17,"Chechen, Dagestan, Russia",RS17,2001,20010119
srp,SERBS,BK01,,,,"Republika Srpska, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010905
MOS,MUSLIM,BM17,GOVMIL,MILITARY JUNTA,BM17,"Arakan, Yangon, Myanmar",BM17,2001,20010219
PSE,PALESTINIAN,EG11,EGY,EGYPT,EG11,"Arab League, Al Qahirah, Egypt",EG11,2001,20010711
CVL,COMMUNITY,NI00,,,,"Zaki Biam, Nigeria (general), Nigeria",NI00,2001,20011024
NGALEG,NIGERIA,NI26,CVL,ETHNIC GROUP,NI26,"Benue State, Benue, Nigeria",NI26,2001,20011026
MOS,ISLAMIC,US,MOS,MUSLIM,BK,Bosnia-Herzegovina,BK,2001,20010830
CVL,MINORITIES,RB00,HRV,CROATIA,HR,"Belgrade, Serbia (general),",RB00,2001,20010215
JUD,LAWYER,CA,,,,"Mugesera, Est, Rwanda",RW11,2001,20010412
CRM,PERPETRATOR,RB,UIS,THE INTERNATIONAL COMMUNITY,RB,,RB,2001,20010205
NLD,THE HAGUE,RI,BEL,BRUSSELS,RI,Serbia,RI,2001,20010629
znd,AZERI,AM11,,,,"Yerevan, Yerevan*, Armenia",AM11,2001,20010404
CVL,COMMUNITY,RB00,IGOUNOREFHCR,UNHCR,RB00,"Belgrade, Serbia (general),",RB00,2001,20010219
CVL,SETTLEMENT,SF02,ZAF,DURBAN,SF02,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010725
SCGSRB,SERBIA,RI00,,,,"Mesic, , Serbia",RI00,2001,20010207
ALB,ALBANIAN,MK,,,,Macedonia,MK,2001,20011212
IRQ,IRAQI,TU,,,,Turkey,TU,2001,20011220
MOS,MUSLIM,BK02,HRV,CROAT,BK02,"Bosanski Samac, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010312
MKD,MACEDONIAN,MK00,,,,"Tanusevci, Macedonia (general), Macedonia",MK00,2001,20010825
IGOEUREECGOV,THE EU,MK00,MKD,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20011211
IGOUNO,THE UN,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20010223
MOS,MUSLIM,HR,HRV,CROATIA,HR,,RB,2001,20011003
ISRGOV,ISRAELI,IS,,,,Israel,IS,2001,20010918
PSE,PALESTINIAN,IS,,,,Israel,IS,2001,20010127
,,,MKDGOV,MACEDONIA,MKE3,"Prilep, Opstina Prilep, Macedonia",MKE3,2001,20010811
MED,MEDIA,AL,MKD,MACEDONIA,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010725
IRQ,IRAQ,IZ,kur,KURD,IZ,Iraq,IZ,2001,20010729
INT,INTERNATIONAL COMMUNITY,MK,ALB,ALBANIAN,AL,Albania,AL,2001,20011128
IGOWSTNAT,NATO,RS,,,,Russia,RS,2001,20010412
ALB,ALBANIA,YI,IGOWSTNAT,NATO,YI,,YI,2001,20010423
MKD,MACEDONIAN,MKE2,MKDGOV,MACEDONIA,MKE2,"Ohrid, Ohrid, Macedonia",MKE2,2001,20010601
LEG,LEGISLATOR,NI26,GOV,GOVERNMENT,NI26,"Benue, Nigeria (general), Nigeria",NI00,2001,20011025
MIL,MILITARY,RB00,MOS,MUSLIM,HR12,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20010704
ISR,ISRAEL,IS,PSE,GAZA,IS,Israel,IS,2001,20011018
MKD,MACEDONIA,MK,CVL,RESIDENTS,MK,Macedonia,MK,2001,20010228
MED,SPOKESMAN,UKU2,GBR,BRITISH,UKU2,"Dumfries, Dumfries and Galloway, United Kingdom",UKU2,2001,20010316
MKD,MACEDONIA,GM,UAF,TERRORIST,GM,Macedonia,MK,2001,20010728
ISR,ISRAELI,IS00,,,,"Jerusalem, Israel (general), Israel",IS00,2001,20010826
srp,SERBS,RB00,,,,Serbia,RI,2001,20010215
GOV,PRESIDENT,YI,,,,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina",BK01,2001,20010109
MKD,MACEDONIAN,MK00,MKDCVL,MACEDONIA,MK00,"Jazince, Macedonia (general), Macedonia",MK00,2001,20010725
PSE,WEST BANK,WE00,ISR,ISRAELI,IS00,,RB,2001,20010621
IGOWSTNAT,NATO,AL,ALB,ALBANIAN,RB00,"Belgrade, Serbia (general),",RB00,2001,20010223
srp,SERBS,US,HRV,CROAT,US,United States,US,2001,20010706
IGOEUREEC,THE EUROPEAN UNION,IS00,,,,"Jerusalem, Israel (general), Israel",IS00,2001,20010224
CVL,POPULATION,IS00,PSE,PALESTINE,IS00,"Jerusalem, Israel (general), Israel",IS00,2001,20010704
srp,SERBS,RB,,,,,RB,2001,20010319
GOV,PRESIDENT,BK01,,,,,RB,2001,20010109
OPP,PRISONER,BK02,,,,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010317
MOS,MUSLIM,BK02,,,,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011108
SIK010,KHALSA,PK05,HIN,HINDU,PK05,"Lashkar, Sindh, Pakistan",PK05,2001,20010309
HRV,CROATIAN,RB,HRVCVL,CROATIA,HR21,,RB,2001,20010504
IRQGOV,IRAQI,IZ11,kur,KURD,IZ11,"Rawanduz, Liwa' Irbil, Iraq",IZ11,2001,20010811
CVL,VILLAGE,MK00,MKD,MACEDONIAN,MK00,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010811
JEW,JEWISH,SF02,,,,"Durban, KwaZulu-Natal, South Africa",SF02,2001,20010822
IGOWSTNAT,NATO,AL,ALB,ALBANIAN,AL,Albania,AL,2001,20011104
PSE,PALESTINIAN,IS,IGOMEAARL,ARAB LEAGUE,EG11,"Arab League, Al Qahirah, Egypt",EG11,2001,20010711
SCGSRB,SERBIA,RI,,,,Serbia,RI,2001,20010225
HRV,CROAT,BK02,MOS,MUSLIM,BK02,"Prijedor, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20011012
IRQ,KIRKUK,IZ13,,,,"Kirkuk, At Ta'mim, Iraq",IZ13,2001,20010807
MKD,MACEDONIAN,MK00,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010828
MIL,MILITARY,RB00,MOS,MUSLIM,BK01,"Ponte, Primorsko-Goranska, Croatia",HR12,2001,20010704
nai,NATIVE AMERICAN,USDC,USA,AMERICAN,USDC,"Washington, District of Columbia, United States",USDC,2001,20011107
IGOWSTNAT,NATO,AL,,,,Albania,AL,2001,20010322
JEW,JEWISH,IS,CVL,POPULATION,IS,Israel,IS,2001,20010810
HRV,CROATIA,SZ,,,,Croatia,HR,2001,20011114
srp,SERBS,RB00,,,,"Belgrade, Serbia (general),",RB00,2001,20011123
GOV,PRESIDENT,RB00,,,,"Banja Luka, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010110
COP,POLICE,SF06,,,,"Pretoria, Gauteng, South Africa",SF06,2001,20010824
CVL,VILLAGE,BK,HRV,CROATIA,BK,Croatia,HR,2001,20011130
MED,MEDIA,KE,SCGSRB,SERBIA,KE,Kenya,KE,2001,20011110
MED,SPOKESMAN,IN12,HIN,HINDU,IN12,"Kashmir, Jammu and Kashmir, India",IN12,2001,20010709
MKD,MACEDONIAN,MK00,,,,"Dolno Orasje, Macedonia (general), Macedonia",MK00,2001,20011224
MKD,MACEDONIA,MKE8,,,,"Skopje, Macedonia (general), Macedonia",MK00,2001,20010725
che,CHECHEN,RS17,RUS,RUSSIA,RS17,"Chechen, Dagestan, Russia",RS17,2001,20010224
EDU,SCHOOL,USDC,,,,"Capitol Hill, District of Columbia, United States",USDC,2001,20010518
EUR,EUROPE,USDC,USAGOV,UNITED STATES,USDC,"Washington, District of Columbia, United States",USDC,2001,20010712
srp,SERBS,RB,,,,"Zaric, Republika Srpska, Bosnia-Herzegovina",BK02,2001,20010731
NGA,NIGERIA,NI43,CVL,ETHNIC GROUP,NI43,"Taraba State, Taraba, Nigeria",NI43,2001,20011104
,,,HRV,CROAT,HR,Croatia,HR,2001,20010224
